run_name	upload_status	result_tar_size_bytes	result_tar_path	hf_repo_id	hf_path	hf_url	remote_stage_dir	result_tar_mtime_epoch	stage_mtime_epoch	slurm_logs	sha256
dexjoco_click_mouse_p0_acp_prompt_eval100_l40_v1	no_result_tar	0		ZJ4433MR/recap-sim-l40-artifacts			/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_p0_acp_prompt_eval100_l40_v1	0	1781478999	slurm-1665673.out	not_computed
dexjoco_click_mouse_p0_prompt_calibration_eval100_l40_v3	no_result_tar	0		ZJ4433MR/recap-sim-l40-artifacts			/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_p0_prompt_calibration_eval100_l40_v3	0	1781478798	slurm-1665591.out	not_computed
dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v3	pending_repo_write_access	20331	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v3/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v3/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v3/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v3	1781473064	1781473064	slurm-1665590.out	not_computed
dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v2	pending_repo_write_access	834	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v2/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v2/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v2/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v2	1781461866	1781461866	slurm-1665589.out	not_computed
dexjoco_click_mouse_p0_prompt_calibration_eval100_l40_v2	pending_repo_write_access	841	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_p0_prompt_calibration_eval100_l40_v2/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_p0_prompt_calibration_eval100_l40_v2/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_p0_prompt_calibration_eval100_l40_v2/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_p0_prompt_calibration_eval100_l40_v2	1781461795	1781461795	slurm-1665588.out	not_computed
dexjoco_click_mouse_p0_prompt_calibration_eval100_l40_v1	pending_repo_write_access	1084	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_p0_prompt_calibration_eval100_l40_v1/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_p0_prompt_calibration_eval100_l40_v1/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_p0_prompt_calibration_eval100_l40_v1/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_p0_prompt_calibration_eval100_l40_v1	1781461677	1781461677	slurm-1665585.out	not_computed
dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v1	pending_repo_write_access	1133	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v1/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v1/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v1/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_p2_frozen_pool_ablation_l40_v1	1781461657	1781461657	slurm-1665584.out	not_computed
dexjoco_click_mouse_recap_success_only_tight_eval100_l40_v9_eval4x100_v1	no_result_tar	0		ZJ4433MR/recap-sim-l40-artifacts			/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_only_tight_eval100_l40_v9_eval4x100_v1	0	1781411978	slurm-1654634.out	not_computed
dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v7_eval4x100_v2	no_result_tar	0		ZJ4433MR/recap-sim-l40-artifacts			/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v7_eval4x100_v2	0	1781363278	slurm-1651734.out	not_computed
dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v7_eval4x100	no_result_tar	0		ZJ4433MR/recap-sim-l40-artifacts			/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v7_eval4x100	0	1781354591	slurm-1651731.out	not_computed
dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v7	pending_repo_write_access	181987179	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v7/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v7/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v7/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v7	1781341596	1781341591	slurm-1649972.out	not_computed
dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v6	pending_repo_write_access	25154	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v6/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v6/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v6/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v6	1781286140	1781286140	slurm-1649012.out	not_computed
dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v5	pending_repo_write_access	24089	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v5/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v5/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v5/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v5	1781244568	1781244568	slurm-1648506.out	not_computed
dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v4	pending_repo_write_access	21977	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v4/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v4/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v4/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v4	1781217639	1781217639	slurm-1648454.out	not_computed
dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v3	pending_repo_write_access	844	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v3/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v3/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v3/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v3	1781200008	1781200008	slurm-1648453.out	not_computed
dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v2	pending_repo_write_access	21718	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v2/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v2/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v2/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v2	1781199560	1781199560	slurm-1648012.out	not_computed
dexjoco-fallback-extract	no_result_tar	0		ZJ4433MR/recap-sim-l40-artifacts			/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco-fallback-extract	0	1781183957		not_computed
dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v1	no_result_tar	0		ZJ4433MR/recap-sim-l40-artifacts			/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_full_pool_d0_include_failures_iter3_eval100_l40_v1	0	1781180988	slurm-1647924.out	not_computed
dexjoco_click_mouse_recap_random_positive_collect360_eval200_l40_v1	pending_repo_write_access	428336341	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_random_positive_collect360_eval200_l40_v1/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_recap_random_positive_collect360_eval200_l40_v1/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_recap_random_positive_collect360_eval200_l40_v1/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_random_positive_collect360_eval200_l40_v1	1781114615	1781114602	slurm-1642755.out	not_computed
dexjoco_click_mouse_evorl_pool_iter3_eval100_l40_v1	pending_repo_write_access	218455072	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_pool_iter3_eval100_l40_v1/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_evorl_pool_iter3_eval100_l40_v1/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_evorl_pool_iter3_eval100_l40_v1/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_pool_iter3_eval100_l40_v1	1781114584	1781114577	slurm-1642751.out	not_computed
dexjoco_click_mouse_evorl_nopool_iter3_eval100_l40_v1	pending_repo_write_access	251065015	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_nopool_iter3_eval100_l40_v1/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_evorl_nopool_iter3_eval100_l40_v1/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_evorl_nopool_iter3_eval100_l40_v1/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_evorl_nopool_iter3_eval100_l40_v1	1781112727	1781112719	slurm-1642753.out	not_computed
pusht_recap_diffusion_full50k_w15_r10000_l40_v1	pending_repo_write_access	7851638777	/share/home/u23133/.cache/recap-sim-l40-stage/pusht_recap_diffusion_full50k_w15_r10000_l40_v1/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/pusht_recap_diffusion_full50k_w15_r10000_l40_v1/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/pusht_recap_diffusion_full50k_w15_r10000_l40_v1/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/pusht_recap_diffusion_full50k_w15_r10000_l40_v1	1781039526	1781039170	slurm-1639795.out	not_computed
pusht_recap_diffusion_full50k_w15_r7500_l40_v1	pending_repo_write_access	7861872156	/share/home/u23133/.cache/recap-sim-l40-stage/pusht_recap_diffusion_full50k_w15_r7500_l40_v1/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/pusht_recap_diffusion_full50k_w15_r7500_l40_v1/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/pusht_recap_diffusion_full50k_w15_r7500_l40_v1/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/pusht_recap_diffusion_full50k_w15_r7500_l40_v1	1781039057	1781038702	slurm-1639796.out	not_computed
dexjoco_click_mouse_recap_success_only_tight_eval100_seed1_l40_v2	pending_repo_write_access	154287382	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_only_tight_eval100_seed1_l40_v2/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_recap_success_only_tight_eval100_seed1_l40_v2/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_recap_success_only_tight_eval100_seed1_l40_v2/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_only_tight_eval100_seed1_l40_v2	1781018129	1781018125	slurm-1638174.out	not_computed
dexjoco_click_mouse_recap_success_only_tight_eval100_seed2_l40_v1	pending_repo_write_access	244242291	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_only_tight_eval100_seed2_l40_v1/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_recap_success_only_tight_eval100_seed2_l40_v1/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_recap_success_only_tight_eval100_seed2_l40_v1/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_only_tight_eval100_seed2_l40_v1	1781016417	1781016410	slurm-1637138.out	not_computed
dexjoco_click_mouse_recap_random_positive_eval100_l40_v1	pending_repo_write_access	139347736	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_random_positive_eval100_l40_v1/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_recap_random_positive_eval100_l40_v1/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_recap_random_positive_eval100_l40_v1/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_random_positive_eval100_l40_v1	1781014288	1781014284	slurm-1636980.out	not_computed
dexjoco_pi05_click_mouse_eval100_seed1_l40_v3	pending_repo_write_access	187464308	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_pi05_click_mouse_eval100_seed1_l40_v3/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_pi05_click_mouse_eval100_seed1_l40_v3/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_pi05_click_mouse_eval100_seed1_l40_v3/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_pi05_click_mouse_eval100_seed1_l40_v3	1781012742	1781012736	slurm-1638185.out	not_computed
dexjoco_pi05_click_mouse_eval100_seed2_l40_v3	pending_repo_write_access	198592424	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_pi05_click_mouse_eval100_seed2_l40_v3/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_pi05_click_mouse_eval100_seed2_l40_v3/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_pi05_click_mouse_eval100_seed2_l40_v3/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_pi05_click_mouse_eval100_seed2_l40_v3	1781011122	1781011116	slurm-1638184.out	not_computed
dexjoco_pi05_click_mouse_eval100_seed2_l40_v2	pending_repo_write_access	3168	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_pi05_click_mouse_eval100_seed2_l40_v2/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_pi05_click_mouse_eval100_seed2_l40_v2/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_pi05_click_mouse_eval100_seed2_l40_v2/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_pi05_click_mouse_eval100_seed2_l40_v2	1781005925	1781005925	slurm-1638175.out	not_computed
dexjoco_pi05_click_mouse_eval100_seed1_l40_v2	pending_repo_write_access	3169	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_pi05_click_mouse_eval100_seed1_l40_v2/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_pi05_click_mouse_eval100_seed1_l40_v2/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_pi05_click_mouse_eval100_seed1_l40_v2/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_pi05_click_mouse_eval100_seed1_l40_v2	1781005922	1781005922	slurm-1638176.out	not_computed
dexjoco_pi05_click_mouse_eval100_seed2_l40_v1	pending_repo_write_access	19482	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_pi05_click_mouse_eval100_seed2_l40_v1/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_pi05_click_mouse_eval100_seed2_l40_v1/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_pi05_click_mouse_eval100_seed2_l40_v1/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_pi05_click_mouse_eval100_seed2_l40_v1	1781004666	1781004666	slurm-1637124.out	not_computed
dexjoco_click_mouse_recap_success_only_tight_eval100_seed1_l40_v1	pending_repo_write_access	19569	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_only_tight_eval100_seed1_l40_v1/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_recap_success_only_tight_eval100_seed1_l40_v1/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_recap_success_only_tight_eval100_seed1_l40_v1/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_only_tight_eval100_seed1_l40_v1	1781004039	1781004039	slurm-1637134.out	not_computed
dexjoco_pi05_click_mouse_eval100_seed1_l40_v1	no_result_tar	0		ZJ4433MR/recap-sim-l40-artifacts			/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_pi05_click_mouse_eval100_seed1_l40_v1	0	1780996472	slurm-1637123.out	not_computed
dexjoco_pi05_click_mouse_eval100_l40_v1	pending_repo_write_access	178236464	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_pi05_click_mouse_eval100_l40_v1/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_pi05_click_mouse_eval100_l40_v1/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_pi05_click_mouse_eval100_l40_v1/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_pi05_click_mouse_eval100_l40_v1	1780986952	1780986947	slurm-1634949.out	not_computed
dexjoco_click_mouse_recap_success_only_tight_eval100_l40_v9	pending_repo_write_access	157875894	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_only_tight_eval100_l40_v9/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_recap_success_only_tight_eval100_l40_v9/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_recap_success_only_tight_eval100_l40_v9/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_only_tight_eval100_l40_v9	1780956849	1780956844	slurm-1634369.out	not_computed
dexjoco_click_mouse_recap_success_only_tight_eval100_l40_v8	no_result_tar	0		ZJ4433MR/recap-sim-l40-artifacts			/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_only_tight_eval100_l40_v8	0	1780937681	slurm-1633680.out	not_computed
dexjoco_click_mouse_recap_success_only_tight_eval100_l40_v7	pending_repo_write_access	1154	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_only_tight_eval100_l40_v7/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_recap_success_only_tight_eval100_l40_v7/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_recap_success_only_tight_eval100_l40_v7/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_only_tight_eval100_l40_v7	1780936833	1780936833	slurm-1633606.out	not_computed
dexjoco_click_mouse_recap_success_advantage_large_l40_v6	pending_repo_write_access	38386763	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_advantage_large_l40_v6/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_recap_success_advantage_large_l40_v6/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_recap_success_advantage_large_l40_v6/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_advantage_large_l40_v6	1780933104	1780933103	slurm-1631010.out	not_computed
dexjoco_click_mouse_recap_success_advantage_large_l40_v4	pending_repo_write_access	279715	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_advantage_large_l40_v4/results.tar.gz	ZJ4433MR/recap-sim-l40-artifacts	artifacts/dexjoco_click_mouse_recap_success_advantage_large_l40_v4/results.tar.gz	https://huggingface.co/datasets/ZJ4433MR/recap-sim-l40-artifacts/resolve/main/artifacts/dexjoco_click_mouse_recap_success_advantage_large_l40_v4/results.tar.gz	/share/home/u23133/.cache/recap-sim-l40-stage/dexjoco_click_mouse_recap_success_advantage_large_l40_v4	1780919734	1780919734	slurm-1630413.out	not_computed
